CustomerID,Segment_Name
12346.0,Frequent_High-Value_Customers
12347.0,Frequent_High-Value_Customers
12348.0,Frequent_High-Value_Customers
12349.0,Low_Value_Customers
12350.0,At-Risk_Customers
12352.0,Frequent_High-Value_Customers
12353.0,At-Risk_Customers
12354.0,At-Risk_Customers
12355.0,At-Risk_Customers
12356.0,Frequent_High-Value_Customers
12357.0,Low_Value_Customers
12358.0,Low_Value_Customers
12359.0,Frequent_High-Value_Customers
12360.0,Frequent_High-Value_Customers
12361.0,At-Risk_Customers
12362.0,Frequent_High-Value_Customers
12363.0,Low_Value_Customers
12364.0,Frequent_High-Value_Customers
12365.0,At-Risk_Customers
12367.0,Low_Value_Customers
12370.0,Frequent_High-Value_Customers
12371.0,Low_Value_Customers
12372.0,Low_Value_Customers
12373.0,At-Risk_Customers
12374.0,Low_Value_Customers
12375.0,Low_Value_Customers
12377.0,At-Risk_Customers
12378.0,Low_Value_Customers
12379.0,Low_Value_Customers
12380.0,Frequent_High-Value_Customers
12381.0,Frequent_High-Value_Customers
12383.0,Frequent_High-Value_Customers
12384.0,Low_Value_Customers
12386.0,At-Risk_Customers
12388.0,Frequent_High-Value_Customers
12390.0,Low_Value_Customers
12391.0,Low_Value_Customers
12393.0,Frequent_High-Value_Customers
12394.0,Low_Value_Customers
12395.0,Frequent_High-Value_Customers
12397.0,Low_Value_Customers
12398.0,Low_Value_Customers
12399.0,Low_Value_Customers
12401.0,At-Risk_Customers
12402.0,At-Risk_Customers
12403.0,Low_Value_Customers
12405.0,Low_Value_Customers
12406.0,Frequent_High-Value_Customers
12407.0,Frequent_High-Value_Customers
12408.0,Frequent_High-Value_Customers
12409.0,Frequent_High-Value_Customers
12410.0,At-Risk_Customers
12412.0,Low_Value_Customers
12413.0,Low_Value_Customers
12414.0,At-Risk_Customers
12415.0,Frequent_High-Value_Customers
12417.0,Frequent_High-Value_Customers
12418.0,Low_Value_Customers
12420.0,Low_Value_Customers
12421.0,Low_Value_Customers
12422.0,Low_Value_Customers
12423.0,Frequent_High-Value_Customers
12424.0,Low_Value_Customers
12425.0,Low_Value_Customers
12426.0,At-Risk_Customers
12427.0,Low_Value_Customers
12428.0,Frequent_High-Value_Customers
12429.0,Frequent_High-Value_Customers
12430.0,Low_Value_Customers
12431.0,Frequent_High-Value_Customers
12432.0,Frequent_High-Value_Customers
12433.0,Frequent_High-Value_Customers
12434.0,Low_Value_Customers
12435.0,Frequent_High-Value_Customers
12436.0,Low_Value_Customers
12437.0,Frequent_High-Value_Customers
12438.0,Low_Value_Customers
12441.0,At-Risk_Customers
12442.0,Low_Value_Customers
12444.0,Frequent_High-Value_Customers
12445.0,Low_Value_Customers
12446.0,Low_Value_Customers
12447.0,At-Risk_Customers
12448.0,Low_Value_Customers
12449.0,Frequent_High-Value_Customers
12450.0,At-Risk_Customers
12451.0,Frequent_High-Value_Customers
12452.0,Low_Value_Customers
12453.0,Low_Value_Customers
12454.0,Low_Value_Customers
12455.0,Frequent_High-Value_Customers
12456.0,Frequent_High-Value_Customers
12457.0,Frequent_High-Value_Customers
12458.0,Low_Value_Customers
12461.0,Low_Value_Customers
12462.0,Low_Value_Customers
12463.0,Frequent_High-Value_Customers
12464.0,Frequent_High-Value_Customers
12465.0,Low_Value_Customers
12468.0,At-Risk_Customers
12471.0,Frequent_High-Value_Customers
12472.0,Frequent_High-Value_Customers
12473.0,Frequent_High-Value_Customers
12474.0,Frequent_High-Value_Customers
12475.0,Low_Value_Customers
12476.0,Frequent_High-Value_Customers
12477.0,Frequent_High-Value_Customers
12478.0,Low_Value_Customers
12479.0,Low_Value_Customers
12480.0,Frequent_High-Value_Customers
12481.0,Frequent_High-Value_Customers
12483.0,Frequent_High-Value_Customers
12484.0,Frequent_High-Value_Customers
12488.0,Low_Value_Customers
12489.0,At-Risk_Customers
12490.0,Frequent_High-Value_Customers
12491.0,Low_Value_Customers
12492.0,Low_Value_Customers
12493.0,At-Risk_Customers
12494.0,Frequent_High-Value_Customers
12497.0,Low_Value_Customers
12498.0,Low_Value_Customers
12500.0,Frequent_High-Value_Customers
12501.0,At-Risk_Customers
12502.0,Frequent_High-Value_Customers
12504.0,Low_Value_Customers
12506.0,At-Risk_Customers
12507.0,Low_Value_Customers
12508.0,Low_Value_Customers
12509.0,At-Risk_Customers
12510.0,Low_Value_Customers
12512.0,Low_Value_Customers
12513.0,Low_Value_Customers
12514.0,At-Risk_Customers
12515.0,At-Risk_Customers
12516.0,Low_Value_Customers
12517.0,Frequent_High-Value_Customers
12518.0,Frequent_High-Value_Customers
12519.0,Low_Value_Customers
12520.0,Frequent_High-Value_Customers
12521.0,Low_Value_Customers
12522.0,Low_Value_Customers
12523.0,Frequent_High-Value_Customers
12524.0,Frequent_High-Value_Customers
12526.0,Low_Value_Customers
12527.0,Low_Value_Customers
12528.0,Frequent_High-Value_Customers
12530.0,Frequent_High-Value_Customers
12531.0,Low_Value_Customers
12532.0,Low_Value_Customers
12534.0,Low_Value_Customers
12535.0,Low_Value_Customers
12536.0,Frequent_High-Value_Customers
12538.0,Low_Value_Customers
12539.0,Frequent_High-Value_Customers
12540.0,Frequent_High-Value_Customers
12541.0,Low_Value_Customers
12544.0,Low_Value_Customers
12545.0,Low_Value_Customers
12546.0,Low_Value_Customers
12547.0,At-Risk_Customers
12548.0,At-Risk_Customers
12550.0,Low_Value_Customers
12551.0,At-Risk_Customers
12552.0,Low_Value_Customers
12553.0,Frequent_High-Value_Customers
12556.0,Low_Value_Customers
12557.0,Frequent_High-Value_Customers
12558.0,Low_Value_Customers
12559.0,At-Risk_Customers
12560.0,Frequent_High-Value_Customers
12561.0,At-Risk_Customers
12562.0,Frequent_High-Value_Customers
12564.0,At-Risk_Customers
12565.0,At-Risk_Customers
12566.0,Low_Value_Customers
12567.0,Frequent_High-Value_Customers
12569.0,Frequent_High-Value_Customers
12571.0,Low_Value_Customers
12572.0,Low_Value_Customers
12573.0,At-Risk_Customers
12574.0,At-Risk_Customers
12576.0,Frequent_High-Value_Customers
12577.0,Low_Value_Customers
12578.0,Low_Value_Customers
12579.0,Low_Value_Customers
12580.0,At-Risk_Customers
12581.0,Low_Value_Customers
12582.0,At-Risk_Customers
12583.0,Frequent_High-Value_Customers
12584.0,Frequent_High-Value_Customers
12585.0,At-Risk_Customers
12586.0,Low_Value_Customers
12587.0,Low_Value_Customers
12588.0,Low_Value_Customers
12589.0,Low_Value_Customers
12590.0,Frequent_High-Value_Customers
12591.0,At-Risk_Customers
12592.0,Low_Value_Customers
12593.0,Low_Value_Customers
12594.0,Frequent_High-Value_Customers
12596.0,Low_Value_Customers
12597.0,Frequent_High-Value_Customers
12598.0,Frequent_High-Value_Customers
12599.0,Frequent_High-Value_Customers
12600.0,Frequent_High-Value_Customers
12601.0,At-Risk_Customers
12602.0,Low_Value_Customers
12603.0,Low_Value_Customers
12604.0,Low_Value_Customers
12607.0,Low_Value_Customers
12609.0,Low_Value_Customers
12610.0,Frequent_High-Value_Customers
12611.0,Low_Value_Customers
12612.0,Low_Value_Customers
12613.0,Frequent_High-Value_Customers
12614.0,At-Risk_Customers
12615.0,Frequent_High-Value_Customers
12616.0,Low_Value_Customers
12617.0,Low_Value_Customers
12618.0,Low_Value_Customers
12619.0,Frequent_High-Value_Customers
12620.0,Low_Value_Customers
12621.0,Frequent_High-Value_Customers
12622.0,At-Risk_Customers
12623.0,At-Risk_Customers
12624.0,Low_Value_Customers
12625.0,At-Risk_Customers
12626.0,Frequent_High-Value_Customers
12627.0,Frequent_High-Value_Customers
12628.0,Low_Value_Customers
12630.0,Low_Value_Customers
12631.0,Low_Value_Customers
12633.0,Frequent_High-Value_Customers
12635.0,Low_Value_Customers
12637.0,Frequent_High-Value_Customers
12638.0,Low_Value_Customers
12639.0,At-Risk_Customers
12640.0,Low_Value_Customers
12641.0,Low_Value_Customers
12642.0,Low_Value_Customers
12643.0,Frequent_High-Value_Customers
12644.0,Low_Value_Customers
12645.0,Frequent_High-Value_Customers
12646.0,Low_Value_Customers
12647.0,Frequent_High-Value_Customers
12648.0,At-Risk_Customers
12649.0,Low_Value_Customers
12650.0,Low_Value_Customers
12651.0,At-Risk_Customers
12652.0,At-Risk_Customers
12653.0,Low_Value_Customers
12654.0,Low_Value_Customers
12656.0,Frequent_High-Value_Customers
12657.0,Frequent_High-Value_Customers
12658.0,Low_Value_Customers
12659.0,Low_Value_Customers
12660.0,Low_Value_Customers
12662.0,Frequent_High-Value_Customers
12664.0,Frequent_High-Value_Customers
12665.0,At-Risk_Customers
12667.0,Low_Value_Customers
12668.0,Frequent_High-Value_Customers
12669.0,Frequent_High-Value_Customers
12670.0,Frequent_High-Value_Customers
12672.0,At-Risk_Customers
12673.0,Low_Value_Customers
12674.0,Frequent_High-Value_Customers
12676.0,Frequent_High-Value_Customers
12678.0,Frequent_High-Value_Customers
12679.0,Low_Value_Customers
12680.0,Low_Value_Customers
12681.0,Frequent_High-Value_Customers
12682.0,Frequent_High-Value_Customers
12683.0,Frequent_High-Value_Customers
12684.0,Frequent_High-Value_Customers
12685.0,Frequent_High-Value_Customers
12686.0,At-Risk_Customers
12688.0,Low_Value_Customers
12689.0,Low_Value_Customers
12690.0,At-Risk_Customers
12691.0,Frequent_High-Value_Customers
12693.0,Low_Value_Customers
12694.0,Low_Value_Customers
12695.0,Low_Value_Customers
12697.0,Low_Value_Customers
12700.0,Frequent_High-Value_Customers
12701.0,Low_Value_Customers
12702.0,Low_Value_Customers
12703.0,Low_Value_Customers
12704.0,Frequent_High-Value_Customers
12705.0,Frequent_High-Value_Customers
12707.0,At-Risk_Customers
12708.0,Frequent_High-Value_Customers
12709.0,Frequent_High-Value_Customers
12710.0,Low_Value_Customers
12712.0,Frequent_High-Value_Customers
12713.0,Low_Value_Customers
12714.0,Frequent_High-Value_Customers
12715.0,Low_Value_Customers
12716.0,Low_Value_Customers
12717.0,Low_Value_Customers
12718.0,Low_Value_Customers
12719.0,Low_Value_Customers
12720.0,Frequent_High-Value_Customers
12721.0,Frequent_High-Value_Customers
12722.0,Low_Value_Customers
12723.0,Low_Value_Customers
12724.0,Low_Value_Customers
12725.0,At-Risk_Customers
12726.0,Frequent_High-Value_Customers
12727.0,Frequent_High-Value_Customers
12728.0,Low_Value_Customers
12729.0,Low_Value_Customers
12731.0,Frequent_High-Value_Customers
12732.0,At-Risk_Customers
12733.0,At-Risk_Customers
12734.0,At-Risk_Customers
12735.0,At-Risk_Customers
12736.0,At-Risk_Customers
12738.0,At-Risk_Customers
12739.0,Low_Value_Customers
12740.0,Low_Value_Customers
12743.0,Low_Value_Customers
12744.0,Frequent_High-Value_Customers
12747.0,Frequent_High-Value_Customers
12748.0,Frequent_High-Value_Customers
12749.0,Frequent_High-Value_Customers
12750.0,Low_Value_Customers
12752.0,Low_Value_Customers
12753.0,Frequent_High-Value_Customers
12754.0,At-Risk_Customers
12755.0,At-Risk_Customers
12756.0,Low_Value_Customers
12757.0,Frequent_High-Value_Customers
12758.0,Low_Value_Customers
12759.0,Low_Value_Customers
12762.0,Low_Value_Customers
12763.0,Low_Value_Customers
12764.0,At-Risk_Customers
12766.0,Frequent_High-Value_Customers
12769.0,At-Risk_Customers
12770.0,At-Risk_Customers
12772.0,Low_Value_Customers
12775.0,Frequent_High-Value_Customers
12778.0,Frequent_High-Value_Customers
12779.0,Frequent_High-Value_Customers
12781.0,Low_Value_Customers
12782.0,Frequent_High-Value_Customers
12783.0,Frequent_High-Value_Customers
12784.0,Low_Value_Customers
12785.0,At-Risk_Customers
12787.0,Low_Value_Customers
12789.0,Low_Value_Customers
12790.0,At-Risk_Customers
12791.0,At-Risk_Customers
12792.0,At-Risk_Customers
12793.0,At-Risk_Customers
12794.0,Low_Value_Customers
12795.0,Low_Value_Customers
12797.0,At-Risk_Customers
12798.0,Frequent_High-Value_Customers
12802.0,At-Risk_Customers
12808.0,Low_Value_Customers
12809.0,At-Risk_Customers
12811.0,At-Risk_Customers
12812.0,Low_Value_Customers
12814.0,Low_Value_Customers
12815.0,Low_Value_Customers
12816.0,Low_Value_Customers
12817.0,At-Risk_Customers
12818.0,At-Risk_Customers
12820.0,Low_Value_Customers
12821.0,At-Risk_Customers
12822.0,Low_Value_Customers
12823.0,Frequent_High-Value_Customers
12824.0,Low_Value_Customers
12826.0,Frequent_High-Value_Customers
12827.0,Low_Value_Customers
12828.0,Frequent_High-Value_Customers
12829.0,At-Risk_Customers
12830.0,Frequent_High-Value_Customers
12831.0,At-Risk_Customers
12832.0,Low_Value_Customers
12833.0,Low_Value_Customers
12834.0,At-Risk_Customers
12836.0,Frequent_High-Value_Customers
12837.0,At-Risk_Customers
12838.0,Low_Value_Customers
12839.0,Frequent_High-Value_Customers
12840.0,Frequent_High-Value_Customers
12841.0,Frequent_High-Value_Customers
12842.0,Low_Value_Customers
12843.0,Frequent_High-Value_Customers
12844.0,Low_Value_Customers
12845.0,At-Risk_Customers
12847.0,Low_Value_Customers
12849.0,Low_Value_Customers
12851.0,Low_Value_Customers
12852.0,At-Risk_Customers
12853.0,Frequent_High-Value_Customers
12854.0,Low_Value_Customers
12855.0,At-Risk_Customers
12856.0,Frequent_High-Value_Customers
12857.0,At-Risk_Customers
12863.0,Low_Value_Customers
12864.0,At-Risk_Customers
12865.0,Low_Value_Customers
12866.0,At-Risk_Customers
12867.0,Frequent_High-Value_Customers
12868.0,Frequent_High-Value_Customers
12871.0,Low_Value_Customers
12872.0,At-Risk_Customers
12873.0,At-Risk_Customers
12875.0,Low_Value_Customers
12876.0,Low_Value_Customers
12877.0,Frequent_High-Value_Customers
12878.0,At-Risk_Customers
12879.0,Low_Value_Customers
12881.0,At-Risk_Customers
12882.0,Low_Value_Customers
12883.0,Low_Value_Customers
12884.0,Low_Value_Customers
12885.0,Low_Value_Customers
12886.0,Low_Value_Customers
12888.0,At-Risk_Customers
12890.0,Low_Value_Customers
12891.0,At-Risk_Customers
12893.0,Low_Value_Customers
12895.0,Low_Value_Customers
12897.0,At-Risk_Customers
12901.0,Frequent_High-Value_Customers
12902.0,At-Risk_Customers
12904.0,Low_Value_Customers
12906.0,Frequent_High-Value_Customers
12908.0,At-Risk_Customers
12909.0,Frequent_High-Value_Customers
12910.0,Frequent_High-Value_Customers
12912.0,Frequent_High-Value_Customers
12913.0,Frequent_High-Value_Customers
12915.0,Low_Value_Customers
12916.0,Frequent_High-Value_Customers
12917.0,Low_Value_Customers
12919.0,Frequent_High-Value_Customers
12920.0,Low_Value_Customers
12921.0,Frequent_High-Value_Customers
12922.0,At-Risk_Customers
12923.0,Low_Value_Customers
12924.0,Low_Value_Customers
12925.0,Low_Value_Customers
12928.0,Frequent_High-Value_Customers
12929.0,At-Risk_Customers
12930.0,Low_Value_Customers
12931.0,Frequent_High-Value_Customers
12933.0,Low_Value_Customers
12935.0,Frequent_High-Value_Customers
12936.0,Low_Value_Customers
12937.0,Frequent_High-Value_Customers
12938.0,Low_Value_Customers
12939.0,Frequent_High-Value_Customers
12940.0,Low_Value_Customers
12942.0,Low_Value_Customers
12944.0,Low_Value_Customers
12945.0,At-Risk_Customers
12947.0,Frequent_High-Value_Customers
12948.0,Frequent_High-Value_Customers
12949.0,Frequent_High-Value_Customers
12950.0,Frequent_High-Value_Customers
12951.0,Frequent_High-Value_Customers
12952.0,Frequent_High-Value_Customers
12953.0,Low_Value_Customers
12955.0,Frequent_High-Value_Customers
12956.0,At-Risk_Customers
12957.0,Frequent_High-Value_Customers
12962.0,Low_Value_Customers
12963.0,Frequent_High-Value_Customers
12965.0,Low_Value_Customers
12966.0,Low_Value_Customers
12967.0,At-Risk_Customers
12968.0,Low_Value_Customers
12970.0,Low_Value_Customers
12971.0,Frequent_High-Value_Customers
12974.0,At-Risk_Customers
12976.0,At-Risk_Customers
12977.0,At-Risk_Customers
12980.0,Frequent_High-Value_Customers
12981.0,Low_Value_Customers
12982.0,At-Risk_Customers
12984.0,Low_Value_Customers
12985.0,Low_Value_Customers
12987.0,Low_Value_Customers
12988.0,At-Risk_Customers
12989.0,Frequent_High-Value_Customers
12990.0,Low_Value_Customers
12991.0,Low_Value_Customers
12993.0,Low_Value_Customers
12994.0,Low_Value_Customers
12995.0,Low_Value_Customers
12997.0,Frequent_High-Value_Customers
12999.0,At-Risk_Customers
13000.0,Low_Value_Customers
13001.0,Frequent_High-Value_Customers
13002.0,At-Risk_Customers
13003.0,Low_Value_Customers
13004.0,Frequent_High-Value_Customers
13005.0,At-Risk_Customers
13006.0,Low_Value_Customers
13008.0,At-Risk_Customers
13011.0,At-Risk_Customers
13012.0,Frequent_High-Value_Customers
13013.0,Frequent_High-Value_Customers
13014.0,Frequent_High-Value_Customers
13015.0,Frequent_High-Value_Customers
13016.0,Low_Value_Customers
13017.0,Low_Value_Customers
13018.0,Frequent_High-Value_Customers
13021.0,Frequent_High-Value_Customers
13023.0,Low_Value_Customers
13026.0,Frequent_High-Value_Customers
13027.0,Frequent_High-Value_Customers
13028.0,Low_Value_Customers
13029.0,Low_Value_Customers
13030.0,Low_Value_Customers
13032.0,Low_Value_Customers
13033.0,At-Risk_Customers
13034.0,Low_Value_Customers
13035.0,Low_Value_Customers
13037.0,Low_Value_Customers
13038.0,Low_Value_Customers
13040.0,Low_Value_Customers
13043.0,At-Risk_Customers
13044.0,At-Risk_Customers
13045.0,Low_Value_Customers
13046.0,Low_Value_Customers
13047.0,Frequent_High-Value_Customers
13048.0,Frequent_High-Value_Customers
13049.0,Low_Value_Customers
13050.0,Frequent_High-Value_Customers
13052.0,At-Risk_Customers
13055.0,Low_Value_Customers
13058.0,Low_Value_Customers
13059.0,At-Risk_Customers
13060.0,At-Risk_Customers
13061.0,Low_Value_Customers
13062.0,At-Risk_Customers
13064.0,Low_Value_Customers
13065.0,At-Risk_Customers
13066.0,Low_Value_Customers
13067.0,Low_Value_Customers
13068.0,Low_Value_Customers
13069.0,Frequent_High-Value_Customers
13070.0,At-Risk_Customers
13072.0,At-Risk_Customers
13075.0,Low_Value_Customers
13077.0,Low_Value_Customers
13078.0,Frequent_High-Value_Customers
13079.0,Low_Value_Customers
13080.0,At-Risk_Customers
13081.0,Frequent_High-Value_Customers
13082.0,Frequent_High-Value_Customers
